stock_id,error
3598,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3599,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3605,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3607,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3609,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3611,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3614,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3615,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3617,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3622,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3623,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3624,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3625,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3628,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3629,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3630,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3631,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3632,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3638,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3642,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3645,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3646,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3652,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3653,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3661,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3663,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3664,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3665,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3666,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3669,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3672,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3673,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3675,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3679,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3680,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3682,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3684,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3685,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3686,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3687,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3689,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3691,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3693,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3694,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3697,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3698,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3701,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3702,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3703,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3704,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3705,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3706,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3707,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3708,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3709,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3710,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3711,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3712,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3713,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3714,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3715,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3716,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
3717,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4102,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4104,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4105,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4106,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4107,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4108,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4109,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4111,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4113,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4114,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4116,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4119,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4120,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4121,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4123,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4126,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4127,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4128,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4129,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4130,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4131,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4133,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4137,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4138,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4139,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4141,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4142,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4144,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4147,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4148,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4152,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4153,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4154,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4155,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4157,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4160,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4161,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4162,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4163,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4164,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4166,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4167,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4168,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4171,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4173,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4174,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4175,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4183,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4188,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4190,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4192,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4198,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4205,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4207,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4303,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4304,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4305,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4306,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4401,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4402,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4406,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4413,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4414,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4416,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4417,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4419,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4420,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4426,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4429,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4430,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4432,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4433,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4438,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4439,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4440,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4441,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4442,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4502,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4503,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4506,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4510,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4513,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4523,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4526,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4527,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4528,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4529,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4530,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4532,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4533,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4534,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4535,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4536,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
4538,"HTTP error 402: Payment Required. {""msg"":""Requests reach the upper limit. https://finmindtrade.com/"",""status"":402}"
